Work Type	Volunteering Opportunity: Ref	No. of Volunteers Required	Organisation: Organisation Name	Client Group	Title	Full Description	Organisation: Aims And Objectives	Experience Required	Minimum Age	Monday Morning	Monday Afternoon	Monday Evening	Tuesday Morning	Tuesday Afternoon	Tuesday Evening	Wednesday Morning	Wednesday Afternoon	Wednesday Evening	Thursday Morning	Thursday Afternoon	Thursday Evening	Friday Morning	Friday Afternoon	Friday Evening	Saturday Morning	Saturday Afternoon	Saturday Evening	Sunday Morning	Sunday Afternoon	Sunday Evening	Travel Expenses	Travel Details	Organisation Contact	Organisation: Phone	Organisation: Email
Advocacy / Human Rights	VO56368	0	Dundee Independent Advocacy Support	Human / Civil rights/ Justice	Short Term Advocate	"Can you give support to someone by becoming an independent advocate? Many people in Dundee need a bit of support to speak up for themselves. These are often people with no one to take a personal interest in their lives. They could be people with learning disabilities, physical disabilities or mental health difficulties. Short term Advocates give their time and energy to support a vulnerable person on a one to one basis, listening to their point of view, respecting their wishes and helping them to speak up for themselves. We are looking for ordinary people who have the ability to listen and understand, a wish to make a difference, a friendly manner and a liking for people."	"We aim to provide independent advocacy to promote, protect and safeguard the welfare and interests of people who are not in a good position to speak for themselves. Our main focus is citizen advocacy, where we create personal relationships between volunteers from the community and people from various community care groups who need such support."	"Short term Advocates would need an interest in helping other people. The qualities we look for are; communication skills, assertiveness, ability to work independently, commitment, freedom from prejudice and the ability to bring your own life experiences."	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mileage rate is 45p per mile or public transport costs upon receipt of tickets. Normally monthly but more frequently if requested.	Advocacy support is offered in the home of an advocacy partner somewhere in Dundee or Broughty Ferry. Travel expenses will be reimbursed.	Veronica Harris	01382 205515	office@diasdundee.org
Advocacy / Human Rights	VO57258	0	Advocating Together (Dundee) SCIO	Learning Disabilities	SAY Group Assistant	"SAY Group Assistant duties include attending monthly meetings, helping at regular focus groups, producing content for and distributing the ?YOUR SAY? newsletter, supporting SAY Reps to deliver presentations, taking part in meetings and working groups, ensuring future plans for adults with LD and/or ASD reflect what they want, raising awareness of issues that affect adults with LD and/or ASD, and creating and sustaining a safe environment which will encourage them to discuss practical issues affecting their everyday lives."	"We run self-advocacy groups for adults with learning disabilities and / or autistic spectrum disorder with the aim of improving their confidence and communication skills, developing the awareness of their rights and responsibilites, enabling them to take more control over their own lives and to comment more effectively on services provided."	You must have a positive and non-judgemental attitude towards people with Ld and or ASD. Be able to get on well with people and have excellent listening and communication skills.	18	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	Travel expenses paid at £1.50 per journey each way.	"Most meetings are held in our own premises, which are close to Perth Road and easily accessible by public transport. You will be required to travel to Advocating Together (Dundee) office or at an agreed venue within City of Dundee. Some tasks may involve working in various locations around Dundee."	Victoria Scott	01382 666601	volcord@advocating-together.org.uk
Advocacy / Human Rights	VO59116	12	Scottish Police Authority	Offenders And Ex Offenders	Independent Custody Visitor	"People are reqired to visit police stations to check on welfare of detainees held in custody. The visitors will speak to the people in custody and check that they are being treated fairly and within the law - e.g. they have been offered food and drink, are warm, have they been offered access to a lawyer ect. Visitors are paired up and go together to do visits. Visits are arranged between the two volunteers and we ask that visits are conducted on different days and at different times."	"Independent Custody Visiting Scotland is a statutory function of the Scottish Police Authority. Independent Custody Visitors are members of the local community who visit police stations unannounced to check on the treatment of detainees, the conditions in which they are being held and that their rights and entitlements are being observed."	"Listening skills, non-judgemental, impartial and unprejudiced"	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		N/A	Brian McFadyen	0141 585 8308	icvs@spa.pnn.police.uk
Arts ( music/drama/crafts)	VO38339	2	Link Club (The)- Special Interest Branch of Enable	Learning Disabilities	Activities Assistant	"We provide a friendly, safe environment where people with learning disabilities can meet and enjoy activities together. Activities include knitting, craft work, jigsaw puzzles, dominoes and other occasional pursuits. Our members also enjoy conversation and having someone to chat to can make a real difference, You would help with any of the above or bring your own particular skills which can expand what is offered at the club. During the summer months, we take small groups for outings in our minibus."	"Provide a club for adults with learning disabilities. Members enjoy activities together and socialise with friends. Club meets: Tuesdays - 12.15 to 3.00pm, Wednesdays - 9.15 to 12.00 noon."	No special skills required. Patience empathy and clear communication needed.	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Local bus fares.	Our club takes place in Dundee Methodist Church which is in the city centre on West Marketgait. There is a bus stop close by where many city buses stop.	Lorna Dewar	01382 221319	thelinkclub@hotmail.co.uk
Arts ( music/drama/crafts)	VO38445	6	Mid-Lin Day Care	Elderly	Activities Assistant	"Some of our Service Users have dementia problems, others pysical disabilities. For some each day is very similar, with little meaningful contact with other people. We seek to change that by introducing a programme of activities which will help to improve self confidence, mobility, social skills and general well being through learning new skills and engaging with others. We are looking for people with enthusiasm, a sense of humour, good communication skills, experience of life, and an ability to teach or pass on skills (practical or creative) who would like to come in and share their skills with a group of approximately 30 people. Acitivities can be tailored to individual interests and may involve smaller groups as one or more activity can take place daily. We are always open to suggestions. Volunteers would be encouraged to obtain a Moving & Handling and a First Aid qualification. Once in post, with volunteer consent, we will apply for an I.L.A. (Individual Learning Account) to pay the cost of these courses. Volunteer should read the notice board for updates regarding training or fundraising activities."	"We offer day care services to older people throughout Dundee. We offer a secure and happy environment for the clients where nutritious meals, various activities, companionship and support are offered. The main objective is to support the clients increasing their independent living."	"Previous experience would be an advantage but not necessary. A friendly, happy disposition. Reliability."	17	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	Public Transport costs within Dundee area only. Reimbursed daily.	"Mid-Lin Day Centre. 59 Pitkerro Drive Dundee, DD4 8AT. Bus number 15, 17, 32, 33 or 36 from Dundee City Centre."	Helen Dunnin	01382 506451	officemidlin@yahoo.co.uk
Arts ( music/drama/crafts)	VO38515	100	University of Dundee (Clinical Skills)	Health/Hospitals/Hospices	Simulated Patient	"A Simulated Patient (SP) is a person who has been coached to accurately and consistently recreate the history, personality, emotional structure and responses of an actual patient during a teaching session. Volunteers will be given a patient script detailing the current medical problem, past history, family and social situation they will need to portray. They will also be trained to look for specific student responses and skills and to give feedback to the student on their performance. Students may need to perform a physical examination based on the patient case. These examinations may include: listening to heart and lungs with a stethoscope; pressing on the volunteer's tummy and taking pulse and blood pressure but invasive procedures such as blood taking will not be performed."	"The University of Dundee's Simulated Patient (SP) Programme began in 1997. Simulated patients have provided a very valuable role in the development and training of healthcare professionals. SP's are used to help train students to recognise illness, to break bad news, to counsel and develop a caring attitude. The Real Patient Programme is an essential part of the education and training of our Medical Students at Ninewells Hospital. Patients can provide ""real life"" training opportunities where students can gain confidence and rehearse their examination and interview skills."	"Reliable and punctual, interested in the education of health professionals, lack of bias towards the healthcare system, good communication and interpersonal skills."	16	1	1	0	1	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	"Any reasonable expense will be reimbursed including travel, meals if volunteering all day and care of dependants, including children."	"Clinical Skills Centre, Ninewells Hospital Dundee. Also at School of Nursing's Fife Campus in Kirkcaldy."	Gillian Keith	01382 633937	g.keith@dundee.ac.uk
Arts ( music/drama/crafts)	VO38790	3	Bield Housing & Care (Dundee)	Elderly	Social Activity Assistant	"Build good relationships with service users in the communal areas. Assist with the planning and organising of activities within the scheme/project. Help prepare communal areas for activities, e.g. setting up equipment, preparing food and refreshment, etc. Work within the Association?s policies and procedures"	"To enable older people to live independent and fulfilling lives by being a leading and innovative provider of high quality appropriate housing, care and support services."	"No qualifications are necessary. We are looking for volunteer who are interested in working with older people, have good communications and listening skills, are reliable and willing to work as part of a team."	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Out of pocket expenses reimbursed.	Sheltered Housing Schemes across Dundee. We encourage volunteers to use the most economical form of travel to and from the complex.	Jeni Sinclair	01382 309059	j.sinclair@bield.co.uk
Arts ( music/drama/crafts)	VO38875	5	Caledonia Housing Association (Dundee)	Elderly	Group Organiser / Facilitator	"Caledonia HA has 8 Sheltered Schemes across Dundee providing accommodation for older people. Each Housing Scheme is a small community. We are recruiting friendly, sociable and creative volunteers to organise group activities for older people. These are small groups of older people, usually between 4 and 12, who want fun, stimulating activities in a social setting. The types of groups that are popular include: coffee mornings; afternoon teas; reminiscing groups; sing-alongs / live music; Tai Chi; seated exercise class; beauty therapies; listening to guest speakers, Art & Crafts and the list goes on. Can you organise a small group? get the conversation going? have skills that would interest older people? A creative mind and a ?can do? attitude? Then why not give this a go. YOU?LL ENJOY IT !"	"Caledonia Housing Association provides sustainable homes and a range of services for its tenants. The majority of its tenants are older people, from retirement age up. The volunteer programme is designed to support services for older people or those disadvantaged through disability or ill-health, living in the Dundee area. Home Help Service - Domestic Home Help service enabling customers to stay in their own home. Flexible personalised and professional service to you. All staff are PVG approved. Combatting social isolation."	"This would suit someone with a friendly, fun and outgoing personality. Someone who enjoys socialising, with empathy and an interest in supporting older people. You would need to be a creative person who can come up with ideas to interest older people. You will need to be reliable and organised. If you have additional experience / skills for example Tai chi ? seated exercise classes ?beauty therapy ?knitting ? singing/ play and instrument - Arts & Crafts ? chatting / reminisce - running a games group or quiz."	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Travel expenses for public transport will be reimbursed and expenses for fuel will be paid @ 0.45p per mile.	Across Dundee.	Gary Flew	01382 237179	gary.flew@caledoniaha.co.uk
Arts ( music/drama/crafts)	VO41665	4	Dighty Connect	Environment	Mosaic Artists	"Meeting once a week in Douglas Community Centre, the mosaic group work on projects for the community spaces along the Dighty. You do not need to be particularly artistic as peer mentoring and training will be given. All equipment, safety wear and refreshments are provided. This opportunity would suit someone looking to learn a new skill, feel valued and impove the local community."	"The organisations aims are for the advancement of Education, Health, Citizenship or Community Development, the Arts, Culture or Science, Environmental Protection or Improvement."	No skills needed. An interest in crafts & the environment would help. No experience required as peer mentoring will be provided.	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		Douglas Community Centre - ask for Noreen and the Mosaic Group.	Ann Lolley	01382 436932	environ.project@dundeecity.gov.uk
Arts ( music/drama/crafts)	VO42380	5	Mid-Lin Day Care	Elderly	Activity Co-ordinator	"Some of our Service Users have dementia problems or other physical disabilities. For some, each day is very similar with little meaningful contact with other people. We are seeking to change that by introducing a programme of activities which will help to improve self-confidence, mobility, social skills and general well being though learning new skills and engaging with others. We are looking for people with enthusiasm and a sense of humour who would like to come in and share their skills with a group of approximately 30 people. This could be something practical or creative. Good communication skills, experience of life and an ability to teach or pass on skills. We are open to suggestions."	"We offer day care services to older people throughout Dundee. We offer a secure and happy environment for the clients where nutritious meals, various activities, companionship and support are offered. The main objective is to support the clients increasing their independent living."	Previous experience would be an advantage but not necessary. A friendly happy disposition. Reliability.	17	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	Public transport costs within Dundee area only. Reimbursed daily.	"Mid-Lin Daycare, 59 Pitkerro Drive, Dundee, DD4 8AT. Bus number 17 or 36 from Dundee City Centre."	Helen Dunnin	01382 506451	officemidlin@yahoo.co.uk
Arts ( music/drama/crafts)	VO44426	3	Caledonia Housing Association (Dundee)	Elderly	Arts & Crafts Group Facilitator	"Caledonia Housing Association has 8 Sheltered Housing Schemes across Dundee providing accommodation for older people. Each Housing Scheme is very much a small community and our volunteer programme aims to increase the variety of social activities available to our tenants. We are recruiting friendly and sociable volunteers to facilitate Arts & Crafts groups for our tenants. We are looking for volunteers with a broad knowledge and the ability to share skills at all levels. This could be making greeting cards, knitting, making decorations or other interesting and stimulating craft activities you can come up with. We estimate that group sizes will be between 4 and 8 people."	"Caledonia Housing Association provides sustainable homes and a range of services for its tenants. The majority of its tenants are older people, from retirement age up. The volunteer programme is designed to support services for older people or those disadvantaged through disability or ill-health, living in the Dundee area. Home Help Service - Domestic Home Help service enabling customers to stay in their own home. Flexible personalised and professional service to you. All staff are PVG approved. Combatting social isolation."	"This would suit someone with a friendly, fun and outgoing personality. Someone who enjoys socialising, with empathy and an interest in supporting older people. You would need to be creative and have a broad knowledge of Arts and Crafts."	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Travel expenses for public transport will be reimbursed and expenses for fuel will be paid at 0.45 p per mile.	The housing schemes are spread throughout Dundee. We would look at where you live and the nearest schemes to you. The ability to travel would be an advantage.	Gary Flew	01382 237179	gary.flew@caledoniaha.co.uk
Arts ( music/drama/crafts)	VO57222	0	Inclusion Group	Learning Disabilities	Drama Group Facilitator	"This opportunity is for our DRAMA GROUP where people with additional support needs meet weekly to participate in pre-arranged activities that help them increased their confidence, ability and social skills through music, words and movement. Along with a team leader the facilitator will demonstrate their own willingness to be involved in activities, encouraging group members to participate, engage socially, demonstrate appropriate behavior and promote an inclusive culture. The facilitator will also have the opportunity to assist the team leader in planning and preparing activities, engaging with participants, providing refreshments during the session and preparing feedback at the conclusion of the session. There may be some petty cash-handling involved."	"The Inclusion Group aims to promote the inclusion of children, young people and adults with additional support needs in mainstream education & leisure, in doing so enabling them to access the same opportunities as their peers, regardless of needs or abilities."	The volunteer should be able to communicate and engage with others in a group environment and be able to help people with additional support needs to socialise and to try new things so they can increase their social and physical skills and have fun.	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Reasonable travel expenses will be reimbursed at public transport rates.	"At the premises of the Inclusion Group, 41 North Lindsay Street, Dundee, DD1 1PW. This is within Dundee city centre and is within easy reach of bus and rail routes and has parking facitilites nearby."	Sam Senkel	01382 322677	inclusiongroup@btconnect.com
Arts ( music/drama/crafts)	VO57228	0	Inclusion Group	Learning Disabilities	Smile Disco Group Facilitator	"This opportunity is for our SMILE DISCO GROUP where people aged 18+ with additional support needs meet monthly at a local night club to enjoy a disco and social activities with their peer group. This allows them improve their confidence and social skills through engaging in group and individual activities in a safe environment. Along with a team leader the facilitator will demonstrate their own willingness to be involved in activities, encouraging group members to participate, engage socially, demonstrate appropriate behavior and promote an inclusive culture. The facilitator will also have the opportunity to assist the team leader in planning and preparing activities, engage with participants during the session and preparing feedback at the conclusion of the session. There may be some petty cash-handling involved."	"The Inclusion Group aims to promote the inclusion of children, young people and adults with additional support needs in mainstream education & leisure, in doing so enabling them to access the same opportunities as their peers, regardless of needs or abilities."	The volunteer should be able to communicate and engage with others in a group environment and be able to help others with additional support needs to meet new people and to try new things so they can increase their social and physical skills and have fun.	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Reasonable travel expenses will be reimbursed at public transport rates	"The monthly event currently takes place Liquid Nightclub, 21 S Ward Rd, Dundee, DD1 1PU. This is near the Inclusion Group office in Dundee city centre and has good road, rail and bus links. Parking is available."	Sam Senkel	01382 322677	inclusiongroup@btconnect.com
Arts ( music/drama/crafts)	VO57240	3	Inclusion Group	Learning Disabilities	Themed Nights Group Facilitator	"This opportunity is for our THEMED NIGHTS GROUP where people with additional support needs meet monthly to participate in pre-arranged themed social activities e.g. Superheroes Theme Night, that help them improve their confidence and social skills through engaging in group activities in a safe environment. Along with a team leader the facilitator will demonstrate their own willingness to be involved in activities, encouraging group members to participate, engage socially, demonstrate appropriate behavior and promote an inclusive culture. The facilitator will also have the opportunity to assist the team leader in planning and preparing activities, engaging with participants, providing refreshments and preparing feedback at the conclusion of the session. There may be some petty cash-handling involved."	"The Inclusion Group aims to promote the inclusion of children, young people and adults with additional support needs in mainstream education & leisure, in doing so enabling them to access the same opportunities as their peers, regardless of needs or abilities."	"The volunteer should have the ability to communicate and engage with others in a group environment, help others with additional support needs to meet new people and to try new things so they can increase their social and physical skills and have fun."	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Reasonable travel expenses will be reimbursed at public transport rates.	"At the premises of the Inclusion Group, 41 North Lindsay Street, Dundee, DD1 1PW. This is within Dundee city centre and is within easy reach of road, rail and bus routes and has parking facilities nearby. Reasonable travel costs will be reimbursed at public transport rates."	Sam Senkel	01382 322677	inclusiongroup@btconnect.com
Arts ( music/drama/crafts)	VO58418	0	The Dundee Whitehall Theatre Ltd	Arts (music /drama / crafts)	Theatre Usher	"The role of the Usher involves assisting our audiences in and around the theatre and responsibilities can vary for each performance with support from the front of house manager and venue manager. Duties include directing customers to the theatre facilities, checking tickets and showing people to their seats, selling ice cream and programmes, dealing effectively with latecomers, audience related enquiries and problems, and taking responsibility for the safe evacuation of the visiting public during an incident."	"The Whitehall Theatre is a big part of the cultural fabric of the city and is home to many of the City's amateur musical societies and dance schools. We also play host to a variety of professional shows including comedians, singers, tribute acts and children's shows."	"Good communication skills, an interest in the theatre/arts and a desire to work in a public facing environment."	16	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1		Nearest bus stop is on Bellfield Street outside the theatre.	Scott McRuvie	01382 322684	manager@whitehalltheatre.com
Arts ( music/drama/crafts)	VO58911	1	Bield Housing & Care	Elderly	Sunday Afternoon Film Social Activity Assistant	"The Sunday Afternoon Film Social Activity Assistant volunteer will support tenants to partake in a series of film entertainment on a Sunday afternoon from approx. 1:45pm ? 4pm. The role includes: assisting with the setting up of the entertainment area for viewing and operating the equipment, assisting with film choices, supporting tenants and assisting with refreshments, along with socially interacting with tenants. This is a new activity. The volunteer may be asked to assist tenants from their flats to the lounge & back as they may wish support & also to combat social isolation. This is a social interactive role, and although support will be given from staff, volunteers should be confident in leading this activity."	To provide high quality housing and support for older people in need or at risk in Scotland.	"Interest in engaging with older people, enjoying exchanging stories and chatter. Ability & to be interested in audio equipment. Enjoys being hand-on and participating."	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Public transport only (no taxis). Tickets to be kept for reimbursement. Car allowance 40p per mile.	Main Street (1B) Kinghorne Road/Strathmartine Road (20)	Jeni Sinclair	0131 273 4000	info@bield.co.uk
Arts ( music/drama/crafts)	VO58937	1	Bield Housing & Care (Dundee)	Elderly	Wednesday Morning Social Activity Assistant	"Due to interest from tenants at the development, Bield are looking to develop a social activity assistant role at Strathmartine development in the north area of Dundee. Volunteers would assist with the setting up of the lounge area, run the activity, supported by the tenants and encourage the socialisation of the group. Volunteers would also assist tenants from their flats to the lounge area, liaising with staff at the development and assist with refreshments. This role would suit someone who is competent at leading and enjoys a variety of pastimes. There is a manager on site at this time who would support you in your activity."	"To enable older people to live independent and fulfilling lives by being a leading and innovative provider of high quality appropriate housing, care and support services."	"Interest in engaging with older people, enjoy exchanging stories and chatter. Ability to develop and lead a diverse mix of activities. Enjoys being hands-on, sociable and participates well."	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Public transport reimbursement and car allowance 40p per mile.	"Strathmartine Road (no.20), bus stop adjacent to development. If using a car, parking would be on the street (Frederick Street)."	Jeni Sinclair	01382 309059	j.sinclair@bield.co.uk
Arts ( music/drama/crafts)	VO58941	1	Bield Housing & Care (Dundee)	Elderly	Sunday Afternoon Film Social Activity Assistant	"The Sunday Afternoon Film Social Activity Assistant volunteer will support tenants to partake in a series of film entertainment on a Sunday afternoon from approx 1:45pm - 4pm. The role includes, assisting with the setting up of the entertainment area for viewing and operating the equipment, assisting with film choices, supporting tenants and assisting with refreshments, along with socially interacting with tenants. The volunteer may be asked o assist tenants from their flats to the lounge and back as they may wish support like also to combat social isolation. This is a social interactive role, and although support will be given from staff, volunteers should be confident in leading the activity."	"To enable older people to live independent and fulfilling lives by being a leading and innovative provider of high quality appropriate housing, care and support services."	"Interest in engaging with older people, enjoy exchanging stories and chatter. Ability and to be interested in audio equipment operation. Enjoys being hands-on and participating."	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Pblic transport reimbursement and car allowance 40p per mile.	"Bonnethill Gardens, Caldrum Terrace, Dundee, DD3 7HB."	Jeni Sinclair	01382 309059	j.sinclair@bield.co.uk
Arts ( music/drama/crafts)	VO58946	1	Bield Housing & Care (Dundee)	Elderly	Tuesday Afternoon Social Activity Host	"Supporting residents with on-going Tuesday sessions. Bield is looking for a volunteer to host activities from 2pm -4pm. Supported by staff, the volunteer, along with the tenants will establish a calendar of activities and events and will be happy to take the lead with this project. The ideal volunteer will have an outgoing, chatty and personable outlook and enjoy engaging with older people. They will have an interest in developing a range of activities for tenants, offering an interesting and varied afternoon programme. Previous experience of engaging with older people and/or social activities would be an advantage."	"To enable older people to live independent and fulfilling lives by being a leading and innovative provider of high quality appropriate housing, care and support services."	"Interest in engaging with older people, enjoy exchanging stories and chatter. An interest in a diverse range of activities and ability to host and develop social activities ."	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Public transport reimbursement or car allowance 40p per mile	Bus route; Main Street (1B) or Kinghorne Road /Strathmartine (20)	Jeni Sinclair	01382 309059	j.sinclair@bield.co.uk
Arts ( music/drama/crafts)	VO59486	2	Link Up Whitfield (Volunteer Centre Dundee)	Arts (music /drama / crafts)	Linking Generations Arts Club	"Volunteers needed to help at the Linking Generations Arts and Crafts Group. This is a group of 60+ and 10-18 year olds who meet every week to share and learn new skills such as making jewellery, picture frames, mosaics etc. We are looking for volunteers to help with the running of the club so duties would include: taking the register, taking feedback from participants, help to set up before the class and tidy up after the class, helping the tutor with the running of the class (eg: providing help to those that need it) and generally help to keep things in order. If you are also interested there may be an opportunity to lead a class. Link Up Whitfield?s Linking Generations Arts and crafts Group is on every Thursday evening 6pm-8pm during term time. You would need to be available from 530pm until approximately 830pm. It is held at Community Services Complex, 101 Whitfield Drive."	Link Up is a community project in Whitfield that supports people in the local community to set up projects and activities. Link Up looks at using the strengths and skills of local people to set up and get involved in activities they want to do.	An interest in arts and crafts and/or tutoring would be an advantage.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	None	Number 15/17 bus.	Gill Bain	01382 503281	gbain@number10.org
Arts ( music/drama/crafts)	VO60102	2	Link Up Whitfield (Volunteer Centre Dundee)	Arts (music /drama / crafts)	Photography Group Assistant	"Volunteers needed to help at the Photography Group. This is a group of 60+ and 10-18 year olds who meet every week to share and learn new skills such as taking photos, editing photos, using laptops, using software such as photoshop etc. We are looking for volunteers to help with the running of the club so duties would include: taking the register, taking feedback from participants, help to set up before the class and tidy up after the class, helping the tutor with the running of the class (eg: providing help to those that need it) and generally help to keep things in order. If you are also interested there may be an opportunity to lead a class. Link Up Whitfield?s Photography Group is on every Monday evening from 6pm-8pm during term time. You would need to be available from 530pm until approximately 830pm. It is held at Community Services Complex, 101 Whitfield Drive."	Link Up is a community project in Whitfield that supports people in the local community to set up projects and activities. Link Up looks at using the strengths and skills of local people to set up and get involved in activities they want to do.	An interest in photography and/or tutoring would be an advantage.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"Usually at Ballumbie Primary School, however sometimes at different locations in Whitfield."	Gill Bain	01382 503281	gbain@number10.org
Arts ( music/drama/crafts)	VO61348	1	Dundee Voluntary Action (CVS)	Mental Health	Guitar teacher / coach	The SUN Drop-In is a non-referral service for individuals experiencing mental health difficulties in Dundee. We are run by and for mental health service users in the ethos of ?co-production? and aim to empower users. We provide a range of user involvement and social activities that promote wellbeing and recovery. One of our social activities is a music group which consists of guitar beginners. The group currently consists of a small number of men (2-3) but females are also welcome. The group hope to attract some new members to increase the numbers participating each week. Group members like the opportunity to sing as well as play the guitar. Some of the guitar players are at different stages in their level of skill but all are keen to learn and progress. The group are looking for someone who can commit to being at the group each week. This volunteering opportunity could be very rewarding for the right person.	"The organisation aims to support the development, promotion, representation and facilitation of the Voluntary Sector and provides the Centre for the Voluntary Sector in Dundee."	The ability to teach beginners how to play the guitar or to build on existing skills. Previous experience of teaching/coaching desirable. We are looking for friendly and reliable individuals with good communication skills who are non-judgemental and are motivated to use their initiative in a dynamic environment. An experience of working with vulnerable groups and the issues that may commonly affect them would be desirable but is not essential.	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Travel to and from the group can be reimbursed to individuals if you keep your bus tickets and bring them to our office.	"Number 9, 10, 11, 12, 17, 28, 29, 51, 57 and 59 buses stop within 100 metres or so of The Friary on either Tullideph Road, Lochee Road or City Road. Information on bus routes and a route planning map are available on dundeetravelinfo.Com"	Lynsey McCallum	01382 305728	dva@dumber10.org
Befriending / Mentoring	VO38334	3	Dundee Blind & Partially Sighted Society	Sensory Impairment	Group Helper	"DBPSS has a range of activity groups designed to offer new challenges and opportunities to clients of all ages whilst providing support in a 'safe' environment. Group helpers are required to help with planning, organisation, supervision, guiding and providing refreshments. (In some cases) our groups are often involved in fund raising for their own activities. Tea & Chat with monthly tea dance, Reminiscence group, Bingo, Craft Group. We also need people with skills to start new groups which would be of interest to our clients. An interest in playing musical instruments or encouraging clients to sing at Tea and Chat would be welcome."	"Dundee Blind and Partially Sighted Society is working towards a world where all people who are visually impaired, enjoy the same rights, opportunities and responsibilities as everyone else. DBPSS aims to contribute to this vision by providing a range of statutory and non-statutory services, to visually impaired children, adults and their carers, who reside within the City of Dundee."	"Friendly, reliable, enthusiastic and good with people."	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"We reimburse volunteers for public transport or at a mileage rate of 30p per mile. Expenses are paid at the end of every month, unless otherwise arranged with the volunteer co-ordinator."	Most groups are building based in Dundee City Centre.	Volunteer Co-ordinator	01382 227101	office@dbpss.org.uk
Befriending / Mentoring	VO38335	3	Dundee Blind & Partially Sighted Society	Sensory Impairment	Befriender	"DBPSS requires volunteer befrienders to visit clients in their own homes within the Dundee area. Depending on need, this could be either weekly, fortnightly or monthly. Visits are usually made up of a cup of tea and a chat."	"Dundee Blind and Partially Sighted Society is working towards a world where all people who are visually impaired, enjoy the same rights, opportunities and responsibilities as everyone else. DBPSS aims to contribute to this vision by providing a range of statutory and non-statutory services, to visually impaired children, adults and their carers, who reside within the City of Dundee."	"Reliable, open, honest with good people skills."	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"DBPSS reimburses volunteers for public transport costs or at a mileage rate of 30p per mile. Expenses are paid at the end of every month, unless otherwise arranged by the volunteer co-ordinator."	Befriending is based in the client's own home. We would try to match a volunteer who resides in the local area.	Volunteer Co-ordinator	01382 227101	office@dbpss.org.uk
Befriending / Mentoring	VO38354	15	Deaf Action (Tayside)	Sensory Impairment	Befriender	"Many deaf people become lonely, isolated, cut off from friends, families and communities. They can develop health issues due to the problems they encounter because of their deafness and accompanying communication difficulties. They regularly face social exclusion, discrimination and poor understanding of their needs from service providers, employers and the community in general. Volunteer Befrienders will support the deaf person in building up their confidence and coping skills outside the home and widening their ability to travel. Befrienders work with the deaf people to support whichever goal that person may wish to achieve and support them with everyday activities that most of us take for granted such as shopping, attending hospital or doctor's appointments, art galleries, exhibitions, accessing local community activities or dealing with welfare benefits."	"Deaf Action is a registered charity. We provide a range of services to deaf people across Tayside including those people who use British Sign Language, are deafened, deafblind and people who are hard of hearing. Services include communications support, social work, specialist equipment, multi-media translation of English materials into British Sign Language, training in BSL, deaf awareness etc. Lipreading classes are available locally and we offer a Befriending Service in Dundee."	"We are looking for befrienders from all walks of life. No experience is required but you should be reliable, friendly and understanding, and have plenty of enthusiasm."	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	We pay 40p per mile and there is some help towards food and drink expenses.	"Befriending takes place across Dundee at locations convenient to the Befriender and the deaf person, as agreed by them both and the project co-ordinator."	Susan Gibson	01382 221124	soundsense@deafaction.org
